"state_1","District","Region","Sector","State_Region","Meals_At_Home","ricepds_v","Wheatpds_q","chicken_q","pulsep_q","wheatos_q","No_of_Meals_per_day","total_consumption"
"CHTSD","13",2,"RURAL",222,60,17.5,0,0.25,0,0,2,17.75
"CHTSD","Raipur",2,"RURAL",222,60,8.333333333,1.666666667,0,0.083333333,0,2,10.083333333
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.2,0,0,2,0.2
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","Raipur",2,"RURAL",222,60,3.333333333,0.666666667,0,0,1.333333333,2,5.333333333
"CHTSD","Raipur",2,"RURAL",222,60,11.66666667,0,0,0,0,2,11.66666667
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.5,0.25,0,2,0.75
"CHTSD","13",2,"RURAL",222,60,0,0,0,0,5,2,5
"CHTSD","13",2,"RURAL",222,60,0,0,0.25,0,2.5,2,2.75
"CHTSD","13",2,"RURAL",222,60,11.66666667,0,0,0,0,2,11.66666667
"CHTSD","13",2,"RURAL",222,60,0,0,0,0.125,2.5,2,2.625
"CHTSD","13",2,"RURAL",222,60,7,0,0,0,0,2,7
"CHTSD","13",2,"RURAL",222,60,5.833333333,0,0,0,1.666666667,2,7.5
"CHTSD","12",2,"RURAL",222,90,0,0,0.166666667,0,0.833333333,3,1
"CHTSD","12",2,"RURAL",222,90,0,0,0.4,0,3,3,3.4
"CHTSD","12",2,"RURAL",222,90,0,0,0,0,2,3,2
"CHTSD","12",2,"RURAL",222,45,0,0,0,0,0,3,0
"CHTSD","12",2,"RURAL",222,90,0,0,0.5,0,0,3,0.5
"CHTSD","12",2,"RURAL",222,87,0,0,0.5,0,2.5,3,3
"CHTSD","12",2,"RURAL",222,90,0,0,0.6,0,1,3,1.6
"CHTSD","12",2,"RURAL",222,90,25,2.5,0,0,0,3,27.5
"CHTSD","Raipur",2,"RURAL",222,56,16.66666667,3.333333333,0,0,0,2,20.000000003
"CHTSD","Raipur",2,"RURAL",222,57,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,5,2,5
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.375,0,0,2,0.375
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,52,10,0,0.428571429,0,0,2,10.428571429
"CHTSD","Raipur",2,"RURAL",222,54,17.5,0,0,0,0,2,17.5
"CHTSD","14",3,"RURAL",223,60,0,0,0.6,0,1,2,1.6
"CHTSD","14",3,"RURAL",223,60,0,0,0,0,1,2,1
"CHTSD","14",3,"RURAL",223,60,0,0,0.4,0,0.4,2,0.8
"CHTSD","14",3,"RURAL",223,60,11.66666667,0,0,0,0.25,2,11.91666667
"CHTSD","14",3,"RURAL",223,60,0,0,0.5,0,0.333333333,2,0.833333333
"CHTSD","14",3,"RURAL",223,60,0,0,0.166666667,0,0.833333333,2,1
"CHTSD","14",3,"RURAL",223,60,0,0,0.5,0,1.25,2,1.75
"CHTSD","14",3,"RURAL",223,60,0,0,0.2,0,0.8,2,1
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,0.8,2,0.8
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0.333333333,0,0.333333333,3,0.666666666
"CHTSD","Raipur",2,"RURAL",222,56,0,0,0.214285714,0,0.428571429,2,0.642857143
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0,0,0.5,3,0.5
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,0.666666667,2,0.666666667
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0.25,0,0.5,3,0.75
"CHTSD","Raipur",2,"RURAL",222,90,17.5,0,0,0,0.25,3,17.75
"CHTSD","Raipur",2,"RURAL",222,60,25,0,0.125,0,0,2,25.125
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,3.571428571,2,3.571428571
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.2,0,2,2,2.2
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","Raipur",2,"RURAL",222,60,14,0,0,0,0,2,14
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,1.666666667,2,1.666666667
"CHTSD","Raipur",2,"RURAL",222,60,11.66666667,0,0.166666667,0,1.666666667,2,13.500000004
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.25,0,2.5,2,2.75
"CHTSD","Raipur",2,"RURAL",222,52,14,0,0.1,0,1,2,15.1
"CHTSD","Durg",2,"RURAL",222,60,8.571428571,0.714285714,0,0,0,2,9.285714285
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,1.6,2,1.6
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,1.428571429,2,1.428571429
"CHTSD","Durg",2,"RURAL",222,60,3.333333333,0.555555556,0,0,0,2,3.888888889
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.4,0,1.2,2,1.6
"CHTSD","Durg",2,"RURAL",222,60,4.285714286,0.714285714,0,0,0,2,5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Durg",2,"RURAL",222,60,12.5,2.5,0,0,0,2,15
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.375,0,1.25,2,1.625
"CHTSD","Durg",2,"RURAL",222,60,6.25,1.25,0,0,0,2,7.5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,5,2,5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","Raipur",2,"RURAL",222,46,0,0,0,0,1.666666667,2,1.666666667
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,5,2,5
"CHTSD","Raipur",2,"RURAL",222,56,12.5,2.5,0,0,0,2,15
"CHTSD","Raipur",2,"RURAL",222,46,0,0,0,0,0.333333333,2,0.333333333
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,0.75,2,0.75
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,56,4.166666667,0.833333333,0,0,0,2,5
"CHTSD","Raipur",2,"RURAL",222,66,0,0,0.1,0,2,3,2.1
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.166666667,0,1.333333333,2,1.5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,0.857142857,2,0.857142857
"CHTSD","Durg",2,"RURAL",222,60,15,1.25,0.125,0,0,2,16.375
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.125,0,2,2,2.125
"CHTSD","Durg",2,"RURAL",222,60,12,1,0,0,0,2,13
"CHTSD","Durg",2,"RURAL",222,60,12,1,0,0,0,2,13
"CHTSD","Durg",2,"RURAL",222,60,10,2,0.1,0,0,2,12.1
"CHTSD","Durg",2,"RURAL",222,60,0,1.333333333,0.166666667,0,0,2,1.5
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0,0,0,3,0
"CHTSD","Raipur",2,"RURAL",222,84,0,0,0.125,0,0,3,0.125
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.166666667,0,0,2,0.166666667
"CHTSD","Raipur",2,"RURAL",222,63.6607393542349,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,40,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,78,10,0,0,0,0,3,10
"CHTSD","Raipur",2,"RURAL",222,90,17.5,0,0,0,0,3,17.5
"CHTSD","Raipur",2,"RURAL",222,38,15,0,0,0,0,2,15
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.166666667,0,1.666666667,2,1.833333334
"CHTSD","Durg",2,"RURAL",222,58,0,0,0.333333333,0.133333333,3.333333333,2,3.799999999
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.2,0,1,2,1.2
"CHTSD","Durg",2,"RURAL",222,60,12,1,0,0,0,2,13
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.2,0,1,2,1.2
"CHTSD","Durg",2,"RURAL",222,60,10,0,0.214285714,0,1.428571429,2,11.642857143
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.25,0,0.625,2,0.875
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.333333333,0,2,2,2.333333333
"CHTSD","Durg",2,"RURAL",222,90,0,0,0.5,0,1.25,3,1.75
"CHTSD","Durg",2,"RURAL",222,90,0,0,0,0,2.5,3,2.5
"CHTSD","Durg",2,"RURAL",222,86,14,0,0,0,0,3,14
"CHTSD","Durg",2,"RURAL",222,52,14,0,0,0,2,2,16
"CHTSD","Durg",2,"RURAL",222,90,14,0,0.4,0,2,3,16.4
"CHTSD","Durg",2,"RURAL",222,78,0,0,0.285714286,0,1.428571429,3,1.714285715
"CHTSD","Durg",2,"RURAL",222,52,0,0,0,0,4.166666667,2,4.166666667
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","Raipur",2,"RURAL",222,60,8.75,0,0,0,3.75,2,12.5
"CHTSD","Raipur",2,"RURAL",222,46,10,2,0,0,0,2,12
"CHTSD","Raipur",2,"RURAL",222,60,11.66666667,0,0,0,1.666666667,2,13.333333337
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.4,0,2,2,2.4
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.2,0,2,2,2.2
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0.25,0,1.25,2,1.5
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,3,2,3
"CHTSD","9",2,"RURAL",222,60,10,0.833333333,0,0,0,2,10.833333333
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,3.75,2,3.75
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,3.333333333,2,3.333333333
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,1.333333333,2,1.333333333
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","9",2,"RURAL",222,60,15,1.25,0,0,0,2,16.25
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,1.666666667,2,1.666666667
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","9",2,"RURAL",222,60,12.5,2.5,0,0,0,2,15
"CHTSD","9",2,"RURAL",222,54,0,0,0,0,0.555555556,2,0.555555556
"CHTSD","9",2,"RURAL",222,60,10,2,0,0,0,2,12
"CHTSD","7",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","7",2,"RURAL",222,60,12.5,2.5,0.5,0,0,2,15.5
"CHTSD","7",2,"RURAL",222,60,12.5,2.5,0.125,0,0,2,15.125
"CHTSD","7",2,"RURAL",222,60,12,0,0,0,0,2,12
"CHTSD","7",2,"RURAL",222,60,0,0,0.25,0,1.25,2,1.5
"CHTSD","7",2,"RURAL",222,60,0,0,0.4,0,1.2,2,1.6
"CHTSD","7",2,"RURAL",222,60,0,0,0.25,0,1.75,2,2
"CHTSD","7",2,"RURAL",222,90,0,0,0.5,0,2,3,2.5
"CHTSD","7",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","7",2,"RURAL",222,90,17.5,0,0,0,0,3,17.5
"CHTSD","7",2,"RURAL",222,90,0,0,0.333333333,0,0,3,0.333333333
"CHTSD","7",2,"RURAL",222,90,28,0,0,0,0,3,28
"CHTSD","7",2,"RURAL",222,90,5,0,0.285714286,0,2.142857143,3,7.428571429
"CHTSD","7",2,"RURAL",222,60,0,0,0.4,0,0.8,2,1.2
"CHTSD","7",2,"RURAL",222,90,0,0,0,0,0,3,0
"CHTSD","8",2,"RURAL",222,60,0,0,0.2,0,1.6,2,1.8
"CHTSD","8",2,"RURAL",222,60,10,2,0,0,0,2,12
"CHTSD","8",2,"RURAL",222,60,0,0,0,0,1,2,1
"CHTSD","8",2,"RURAL",222,60,4.545454546,0.909090909,0.090909091,0,0,2,5.545454546
"CHTSD","8",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","8",2,"RURAL",222,60,0,0,0,0,1.666666667,2,1.666666667
"CHTSD","8",2,"RURAL",222,60,7.142857143,1.428571429,0,0,0,2,8.571428572
"CHTSD","8",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","7",2,"RURAL",222,60,12.5,2.5,0,0,0,2,15
"CHTSD","7",2,"RURAL",222,60,0,0,0.25,0,0.5,2,0.75
"CHTSD","7",2,"RURAL",222,60,8.333333333,1.666666667,0,0,0,2,10
"CHTSD","7",2,"RURAL",222,60,10,2,0.2,0,0,2,12.2
"CHTSD","7",2,"RURAL",222,60,0,0,0.2,0,1.2,2,1.4
"CHTSD","7",2,"RURAL",222,60,0,0,0.25,0,1,2,1.25
"CHTSD","7",2,"RURAL",222,60,12.5,2.5,0.25,0,0,2,15.25
"CHTSD","7",2,"RURAL",222,60,0,0,0.25,0,0,2,0.25
"CHTSD","8",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","8",2,"RURAL",222,90,0,0,0.428571429,0,2.857142857,3,3.285714286
"CHTSD","8",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","8",2,"RURAL",222,90,12,1,0.6,0,0,3,13.6
"CHTSD","8",2,"RURAL",222,90,23.33333333,0,0.333333333,0,0,3,23.666666663
"CHTSD","8",2,"RURAL",222,60,15,1.25,0.5,0,0,2,16.75
"CHTSD","8",2,"RURAL",222,60,17.5,0,0.25,0,1.25,2,19
"CHTSD","7",2,"RURAL",222,90,0,0,0,0,0,3,0
"CHTSD","7",2,"RURAL",222,90,23.33333333,0,0,0,0,3,23.33333333
"CHTSD","7",2,"RURAL",222,90,10,2,0.4,0,0,3,12.4
"CHTSD","7",2,"RURAL",222,60,12.5,1.5,0,0,0,2,14
"CHTSD","7",2,"RURAL",222,90,12.5,2.5,0.25,0,0,3,15.25
"CHTSD","7",2,"RURAL",222,60,0,0,0,0,2,2,2
"CHTSD","7",2,"RURAL",222,60,0,0,0.25,0,1.5,2,1.75
"CHTSD","7",2,"RURAL",222,60,12.5,1.25,0.25,0,0,2,14
"CHTSD","6",2,"RURAL",222,60,0,0,0.5,0,3,2,3.5
"CHTSD","6",2,"RURAL",222,60,12.5,1.25,0.25,0,0,2,14
"CHTSD","6",2,"RURAL",222,90,0,0,0.142857143,0,2.857142857,3,3
"CHTSD","6",2,"RURAL",222,90,12.5,1.25,0,0,0,3,13.75
"CHTSD","6",2,"RURAL",222,90,0,0,0.2,0,1,3,1.2
"CHTSD","6",2,"RURAL",222,60,0,0,0,0,1.6,2,1.6
"CHTSD","6",2,"RURAL",222,60,0,0,0,0,1.666666667,2,1.666666667
"CHTSD","6",2,"RURAL",222,90,12.5,1.25,0.25,0,0,3,14
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,1.666666667,2,1.666666667
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,2.5,2,2.5
"CHTSD","9",2,"RURAL",222,60,0,0,0.428571429,0,2.857142857,2,3.285714286
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,2.4,2,2.4
"CHTSD","9",2,"RURAL",222,60,3.846153846,0.769230769,0,0,0,2,4.615384615
"CHTSD","9",2,"RURAL",222,60,7.5,0.625,0,0,0,2,8.125
"CHTSD","6",2,"RURAL",222,90,0,0,0.214285714,0,1.785714286,3,2
"CHTSD","6",2,"RURAL",222,76,0,0,0.1,0,1,2,1.1
"CHTSD","6",2,"RURAL",222,54,0,0,0,0,4.8,2,4.8
"CHTSD","6",2,"RURAL",222,90,0,0,0.2,0,0.8,3,1
"CHTSD","6",2,"RURAL",222,90,17.5,0,0.25,0,0,3,17.75
"CHTSD","6",2,"RURAL",222,90,0,0,0.5,0,0.777777778,3,1.277777778
"CHTSD","6",2,"RURAL",222,90,0,0,0.166666667,0,1,3,1.166666667
"CHTSD","6",2,"RURAL",222,90,0,0,0,0,1,3,1
"CHTSD","Durg",2,"RURAL",222,90,0,0,0.25,0,1.25,3,1.5
"CHTSD","Durg",2,"RURAL",222,60,10,2,0.4,0,0,2,12.4
"CHTSD","Durg",2,"RURAL",222,60,8.333333333,1.666666667,0,0,1.666666667,2,11.666666667
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Durg",2,"RURAL",222,81,0,0,0,0,3.333333333,3,3.333333333
"CHTSD","Durg",2,"RURAL",222,78,0,0,0,0,3,3,3
"CHTSD","Durg",2,"RURAL",222,90,14,0,0,0,2,3,16
"CHTSD","Durg",2,"RURAL",222,90,0,0,0.2,0,2,3,2.2
"CHTSD","9",2,"RURAL",222,56,0,0,0,0,2.222222222,2,2.222222222
"CHTSD","9",2,"RURAL",222,59,0,0,0.3,0,0.7,2,1
"CHTSD","9",2,"RURAL",222,60,12,1,0.4,0,0,2,13.4
"CHTSD","9",2,"RURAL",222,90,0,0,0,0,0,3,0
"CHTSD","9",2,"RURAL",222,60,0,0,0.25,0,2.5,2,2.75
"CHTSD","9",2,"RURAL",222,60,0,0,0.333333333,0,0,2,0.333333333
"CHTSD","9",2,"RURAL",222,60,0,0,0.25,0,0,2,0.25
"CHTSD","9",2,"RURAL",222,60,17.5,0,0.25,0,0,2,17.75
"CHTSD","Durg",2,"RURAL",222,90,0,0,0.125,0,0.625,3,0.75
"CHTSD","Durg",2,"RURAL",222,90,5,0.833333333,0.166666667,0,0,3,6
"CHTSD","Durg",2,"RURAL",222,90,7.5,1.25,0.25,0,0,3,9
"CHTSD","Durg",2,"RURAL",222,90,5,0.833333333,0.166666667,0,0,3,6
"CHTSD","Durg",2,"RURAL",222,90,6,1,0.2,0,0,3,7.2
"CHTSD","Durg",2,"RURAL",222,90,15,2.5,0.25,0,0,3,17.75
"CHTSD","Durg",2,"RURAL",222,60,10,0,0,0,0,2,10
"CHTSD","Durg",2,"RURAL",222,90,10,1.666666667,0.166666667,0,0,3,11.833333334
"CHTSD","Durg",2,"RURAL",222,90,0,0,0,0,1.25,3,1.25
"CHTSD","Durg",2,"RURAL",222,66,0,0,0,0,2,3,2
"CHTSD","Durg",2,"RURAL",222,88,8.333333333,1.666666667,0.166666667,0,0,3,10.166666667
"CHTSD","Durg",2,"RURAL",222,90,10,2,0.2,0,0,3,12.2
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,7.5,2,7.5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,3.333333333,2,3.333333333
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,3,2,3
"CHTSD","Durg",2,"RURAL",222,60,11.66666667,0,0,0,1.666666667,2,13.333333337
"CHTSD","9",2,"RURAL",222,90,0,0,0,0,1,3,1
"CHTSD","9",2,"RURAL",222,90,17.5,0,0,0,0,3,17.5
"CHTSD","9",2,"RURAL",222,90,8.75,0,0.25,0,1.25,3,10.25
"CHTSD","9",2,"RURAL",222,90,0,0,0,0,0,3,0
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,2.5,3,2.5
"CHTSD","9",2,"RURAL",222,90,0,0,0,0,1,3,1
"CHTSD","9",2,"RURAL",222,90,0,0,0,0,0,3,0
"CHTSD","9",2,"RURAL",222,90,0,0,0,0,0.833333333,3,0.833333333
"CHTSD","Durg",2,"RURAL",222,60,0,0,0.095238095,0,0.952380952,2,1.047619047
"CHTSD","Durg",2,"RURAL",222,60,5.833333333,0,0,0,1.666666667,2,7.5
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,1.666666667,2,1.666666667
"CHTSD","Durg",2,"RURAL",222,60,0,0,0,0,1.875,2,1.875
"CHTSD","Durg",2,"RURAL",222,54,0,0,0,0,1.5,2,1.5
"CHTSD","Durg",2,"RURAL",222,60,8.75,0,0,0,1.25,2,10
"CHTSD","Durg",2,"RURAL",222,60,5.833333333,0,0,0,0.833333333,2,6.666666666
"CHTSD","Durg",2,"RURAL",222,60,5.833333333,0,0,0,0.833333333,2,6.666666666
"CHTSD","Durg",2,"RURAL",222,90,0,0,0,0,1.111111111,3,1.111111111
"CHTSD","Durg",2,"RURAL",222,90,0,0,0,0,2.5,3,2.5
"CHTSD","Durg",2,"RURAL",222,90,0,0,0,0,1.25,3,1.25
"CHTSD","Durg",2,"RURAL",222,90,0,0,0,0,1,3,1
"CHTSD","Durg",2,"RURAL",222,90,8.333333333,1.666666667,0.166666667,0,0,3,10.166666667
"CHTSD","Durg",2,"RURAL",222,90,10,2,0,0,0,3,12
"CHTSD","Durg",2,"RURAL",222,90,16.66666667,3.333333333,0,0,0,3,20.000000003
"CHTSD","Durg",2,"RURAL",222,90,0,0,0.333333333,0,1.666666667,3,2
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,3.571428571,2,3.571428571
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,2.692307692,2,2.692307692
"CHTSD","9",2,"RURAL",222,90,0,0,0.2,0,0,3,0.2
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","9",2,"RURAL",222,60,14,0,0,0,0,2,14
"CHTSD","9",2,"RURAL",222,60,17.5,0,0,0,0,2,17.5
"CHTSD","9",2,"RURAL",222,60,11.66666667,0,0,0,0,2,11.66666667
"CHTSD","9",2,"RURAL",222,60,0,0,0,0,0.714285714,2,0.714285714
"CHTSD","Raipur",2,"RURAL",222,40,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0.5,0,0,3,0.5
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0,0,1,3,1
"CHTSD","Raipur",2,"RURAL",222,60,4.545454546,0.909090909,0.181818182,0,0,2,5.636363637
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0,0,1,3,1
"CHTSD","Raipur",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","Raipur",2,"RURAL",222,90,2.777777778,0.555555556,0.111111111,0,0,3,3.444444445
"CHTSD","Raipur",2,"RURAL",222,90,0,0,0.166666667,0,0.833333333,3,1
"CHTSD","8",2,"RURAL",222,90,0,0,0,0,2,3,2
"CHTSD","8",2,"RURAL",222,60,12.5,2.5,0.375,0,1.25,2,16.625
"CHTSD","8",2,"RURAL",222,60,0,0,0.2,0,3,2,3.2
"CHTSD","8",2,"RURAL",222,60,8.333333333,1.666666667,0.333333333,0,0,2,10.333333333
"CHTSD","8",2,"RURAL",222,90,0,0,0,0,2,3,2
"CHTSD","8",2,"RURAL",222,60,0,0,0.5,0,2.5,2,3
"CHTSD","8",2,"RURAL",222,63.6607393542349,0,0,0,0,0,2,0
"CHTSD","8",2,"RURAL",222,60,8.75,0,0.375,0,0.75,2,9.875
"CHTSD","7",2,"RURAL",222,60,0,0,0.166666667,0,3,2,3.166666667
"CHTSD","6",2,"RURAL",222,60,0,0,0.333333333,0,0.833333333,2,1.166666666
"CHTSD","6",2,"RURAL",222,60,17.33333333,0,0.083333333,0,0,2,17.416666663
"CHTSD","6",2,"RURAL",222,60,0,0,0.222222222,0,0,2,0.222222222
"CHTSD","6",2,"RURAL",222,90,8.75,0,0.25,0,0,3,9
"CHTSD","6",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","6",2,"RURAL",222,90,23.33333333,0,0.166666667,0,0,3,23.499999997
"CHTSD","6",2,"RURAL",222,90,14,0,0,0,0,3,14
"CHTSD","6",2,"RURAL",222,60,0,0,0.166666667,0,0,2,0.166666667
"CHTSD","6",2,"RURAL",222,60,0,0,0,0,1.166666667,2,1.166666667
"CHTSD","6",2,"RURAL",222,90,0,0,0,0,0.4,3,0.4
"CHTSD","6",2,"RURAL",222,60,0,0,0.25,0,0.5,2,0.75
"CHTSD","6",2,"RURAL",222,60,0,0,0.25,0,0.5,2,0.75
"CHTSD","6",2,"RURAL",222,60,0,0,0,0,5,2,5
"CHTSD","6",2,"RURAL",222,60,10,0,0.285714286,0,0,2,10.285714286
"CHTSD","6",2,"RURAL",222,60,14,0,0.3,0,0,2,14.3
"CHTSD","6",2,"RURAL",222,90,14,0,0.3,0,0,3,14.3
"CHTSD","7",2,"RURAL",222,60,0,0,0.4,0,0.6,2,1
"CHTSD","7",2,"RURAL",222,56,20,2.5,0,0,0,2,22.5
"CHTSD","7",2,"RURAL",222,90,10,2,0.2,0,0,3,12.2
"CHTSD","7",2,"RURAL",222,90,12,1.25,0,0,0,3,13.25
"CHTSD","7",2,"RURAL",222,90,14,0,0.4,0,0,3,14.4
"CHTSD","7",2,"RURAL",222,90,21.33333333,0,0,0,0,3,21.33333333
"CHTSD","7",2,"RURAL",222,90,17.5,0,0.25,0,0,3,17.75
"CHTSD","7",2,"RURAL",222,90,17.5,0,0.25,0,0,3,17.75
"CHTSD","6",2,"RURAL",222,60,0,0,0.3,0,1.6,2,1.9
"CHTSD","6",2,"RURAL",222,90,0,0,0.25,0,1.25,3,1.5
"CHTSD","6",2,"RURAL",222,60,8.333333333,1.666666667,0.166666667,0,0,2,10.166666667
"CHTSD","6",2,"RURAL",222,60,0,0,0.4,0,3,2,3.4
"CHTSD","6",2,"RURAL",222,60,10,2,0,0,0,2,12
"CHTSD","6",2,"RURAL",222,60,0,0,0.285714286,0,0.285714286,2,0.571428572
"CHTSD","6",2,"RURAL",222,90,12.5,2.5,0.25,0,0,3,15.25
"CHTSD","6",2,"RURAL",222,90,10,0.6,0.2,0,0,3,10.8
"CHTSD","7",2,"RURAL",222,90,0,0,0.5,0,2.5,3,3
"CHTSD","7",2,"RURAL",222,60,8.333333333,1.666666667,0.333333333,0,0,2,10.333333333
"CHTSD","7",2,"RURAL",222,60,12.5,2.5,0.5,0,0,2,15.5
"CHTSD","7",2,"RURAL",222,60,0,0,0.2,0,3,2,3.2
"CHTSD","7",2,"RURAL",222,90,0,0,0.083333333,0,0.833333333,3,0.916666666
"CHTSD","7",2,"RURAL",222,60,0,0,0,0,0,2,0
"CHTSD","7",2,"RURAL",222,90,0,0,0.4,0,0,3,0.4
"CHTSD","7",2,"RURAL",222,60,0,0,0.25,0,0,2,0.25
"CHTSD","7",2,"RURAL",222,50,0,0,0.2,0,3,2,3.2
"CHTSD","7",2,"RURAL",222,60,0,0,0.5,0,2,2,2.5
"CHTSD","7",2,"RURAL",222,90,0,0,0.4,0,1.6,3,2
"CHTSD","7",2,"RURAL",222,60,13.33333333,1.666666667,0,0,0,2,14.999999997
"CHTSD","7",2,"RURAL",222,60,15,1,0,0,0,2,16
"CHTSD","5",2,"RURAL",222,60,10,2,0,0,0,2,12
"CHTSD","5",2,"RURAL",222,54,0,0,0,0,0,2,0
"CHTSD","5",2,"RURAL",222,60,12.5,2.5,0,0,0,2,15
"CHTSD","5",2,"RURAL",222,60,7.142857143,1.428571429,0.214285714,0,0,2,8.785714286
"CHTSD","5",2,"RURAL",222,90,0,0,0.25,0,1.333333333,3,1.583333333
"CHTSD","5",2,"RURAL",222,60,0,0,0.25,0,1.25,2,1.5
"CHTSD","5",2,"RURAL",222,90,0,0,0.5,0,2.5,3,3
